movie_id,title,movie_rating,run_time,meta_score,imdb_rating,director,writer,actor,genre_name,Year,Predictions_BoxOffice,label_boxoffice
2672,Species,R,108.0,0.0,5.8,Roger Donaldson,Dennis Feldman,Natasha Henstridge,Action,1995,1,1
2678,La Haine,Not Rated,98.0,0.0,8.1,Mathieu Kassovitz,Mathieu Kassovitz,Vincent Cassel,Crime,1996,1,1
2680,"To Wong Foo Thanks for Everything, Julie Newmar",PG-13,109.0,0.0,6.6,Beeban Kidron,Douglas Carter Beane,Wesley Snipes,Comedy,1995,1,1
2681,Heavyweights,PG,100.0,0.0,6.6,Steven Brill,Judd Apatow,Tom McGowan,Comedy,1995,1,1
2682,Tank Girl,R,104.0,0.0,5.4,Rachel Talalay,Alan Martin,Lori Petty,Action,1995,1,1
2685,A Goofy Movie,G,78.0,0.0,6.9,Kevin Lima,Jymn Magon,Bill Farmer,Animation,1995,1,1
2688,To Die For,R,106.0,0.0,6.8,Gus Van Sant,Joyce Maynard,Nicole Kidman,Comedy,1995,1,1
2697,Johnny Mnemonic,R,96.0,0.0,5.7,Robert Longo,William Gibson,Keanu Reeves,Action,1995,1,1
2703,The City of Lost Children,R,112.0,0.0,7.5,Marc Caro,Gilles Adrien,Ron Perlman,Fantasy,1995,1,1
2710,Higher Learning,R,127.0,0.0,6.5,John Singleton,John Singleton,Omar Epps,Crime,1995,1,1
2712,The Prophecy,R,98.0,0.0,6.5,Gregory Widen,Gregory Widen,Christopher Walken,Action,1995,1,1
2718,The Big Green,PG,100.0,0.0,5.6,Holly Goldberg Sloan,Holly Goldberg Sloan,Steve Guttenberg,Comedy,1995,1,1
2719,Virtuosity,R,106.0,0.0,5.6,Brett Leonard,Eric Bernt,Denzel Washington,Action,1995,1,1
2722,Assassins,R,132.0,0.0,6.3,Richard Donner,Lilly Wachowski,Sylvester Stallone,Action,1995,1,1
2727,Dead Presidents,R,119.0,0.0,6.9,Albert Hughes,Allen Hughes,Larenz Tate,Action,1995,1,1
2732,Rumble in the Bronx,R,87.0,0.0,6.8,Stanley Tong,Edward Tang,Jackie Chan,Action,1996,1,1
2734,How to Make an American Quilt,PG-13,117.0,0.0,6.3,Jocelyn Moorhouse,Whitney Otto,Winona Ryder,Comedy,1995,1,1
2741,Village of the Damned,R,98.0,0.0,5.7,John Carpenter,John Wyndham,Christopher Reeve,Horror,1995,1,6
2742,Wild Bill,R,98.0,0.0,5.9,Walter Hill,Peter Dexter,Jeff Bridges,Action,1995,1,1
2753,Underground,Not Rated,167.0,0.0,8.1,Emir Kusturica,Dusan Kovacevic,Predrag 'Miki' Manojlovic,Comedy,1997,1,1
2757,Fair Game,R,91.0,0.0,4.3,Andrew Sipes,Paula Gosling,William Baldwin,Action,1995,1,1
2761,Senior Trip,R,91.0,0.0,5.7,Kelly Makin,Roger Kumble,Matt Frewer,Adventure,1995,1,1
2784,Heavy,R,105.0,0.0,6.8,James Mangold,James Mangold,Pruitt Taylor Vince,Drama,1996,1,6
2787,The Cure,PG-13,97.0,0.0,7.7,Peter Horton,Robert Kuhn,Joseph Mazzello,Drama,1995,1,1
2789,Forget Paris,PG-13,101.0,0.0,6.5,Billy Crystal,Billy Crystal,Billy Crystal,Comedy,1995,1,1
2791,The Hunted,R,110.0,0.0,6.0,J.F. Lawton,J.F. Lawton,Christopher Lambert,Action,1995,1,5
2814,Fluke,PG,96.0,0.0,6.7,Carlo Carlei,James Herbert,Matthew Modine,Drama,1995,1,1
2825,Rumpelstiltskin,R,87.0,0.0,4.5,Mark Jones,Mark Jones,Max Grodénchik,Comedy,1995,1,0
2830,Three Wishes,PG,115.0,0.0,6.1,Martha Coolidge,Clifford Green,Patrick Swayze,Drama,1995,1,5
2831,Far from Home: the Adventures of Yellow Dog,PG,81.0,0.0,6.4,Phillip Borsos,Phillip Borsos,Jesse Bradford,Adventure,1995,1,1
2835,Magic in the Water,PG,101.0,0.0,5.5,Rick Stevenson,Rick Stevenson,Mark Harmon,Adventure,1995,1,1
2838,Rough Magic,PG-13,104.0,0.0,5.5,Clare Peploe,James Hadley Chase,Bridget Fonda,Comedy,1997,1,1
2848,Sleepers,R,147.0,0.0,7.6,Barry Levinson,Lorenzo Carcaterra,Robert De Niro,Crime,1996,1,1
2854,Twister,PG-13,113.0,0.0,6.4,Jan de Bont,Michael Crichton,Helen Hunt,Action,1996,1,1
2860,A Time to Kill,R,149.0,0.0,7.5,Joel Schumacher,John Grisham,Matthew McConaughey,Crime,1996,1,1
2865,The Long Kiss Goodnight,R,121.0,0.0,6.8,Renny Harlin,Shane Black,Geena Davis,Action,1996,1,6
2868,Stealing Beauty,R,118.0,0.0,6.6,Bernardo Bertolucci,Bernardo Bertolucci,Jeremy Irons,Drama,1996,1,1
2872,The Birdcage,R,117.0,0.0,7.1,Mike Nichols,Jean Poiret,Robin Williams,Comedy,1996,1,1
2875,Kingpin,PG-13,114.0,0.0,6.9,Bobby Farrelly,Barry Fanaro,Woody Harrelson,Comedy,1996,1,1
2879,Striptease,R,115.0,0.0,4.5,Andrew Bergman,Carl Hiaasen,Demi Moore,Comedy,1996,1,1
2881,Swingers,R,96.0,0.0,7.2,Doug Liman,Jon Favreau,Vince Vaughn,Comedy,1997,1,1
2884,The Cable Guy,PG-13,96.0,0.0,6.1,Ben Stiller,Lou Holtz Jr.,Jim Carrey,Comedy,1996,1,1
2895,James and the Giant Peach,PG,79.0,0.0,6.7,Henry Selick,Roald Dahl,Paul Terry,Animation,1996,1,1
2900,White Squall,PG-13,129.0,0.0,6.6,Ridley Scott,Charles Gieg Jr.,Jeff Bridges,Adventure,1996,1,1
2902,Broken Arrow,R,108.0,0.0,6.0,John Woo,Graham Yost,John Travolta,Action,1996,1,1
2908,Waiting for Guffman,R,84.0,0.0,7.5,Christopher Guest,Christopher Guest,Christopher Guest,Comedy,1997,1,1
2914,Beavis and Butt-Head Do America,PG-13,81.0,0.0,6.8,Directors,Mike Judge,Mike Judge,Animation,1996,1,5
2917,Barb Wire,R,98.0,0.0,3.4,David Hogan,Chris Warner,Pamela Anderson,Action,1996,1,1
2919,The Phantom,PG,100.0,0.0,5.0,Simon Wincer,Lee Falk,Billy Zane,Action,1996,1,1
2921,Eye for an Eye,R,101.0,0.0,6.2,John Schlesinger,Erika Holzer,Sally Field,Crime,1996,1,1
2922,2 Days in the Valley,R,104.0,0.0,6.5,John Herzfeld,John Herzfeld,Teri Hatcher,Comedy,1996,1,1
2925,Freeway,R,102.0,0.0,6.8,Matthew Bright,Matthew Bright,Reese Witherspoon,Comedy,1997,1,1
2926,Kazaam,PG,93.0,0.0,3.0,Paul Michael Glaser,Paul Michael Glaser,Shaquille O'Neal,Comedy,1996,1,1
2927,Down Periscope,PG-13,92.0,0.0,6.2,David S. Ward,Hugh Wilson,Kelsey Grammer,Comedy,1996,1,1
2930,Jingle All the Way,PG,89.0,0.0,5.6,Brian Levant,Randy Kornfield,Arnold Schwarzenegger,Adventure,1996,1,1
2937,Lone Star,R,135.0,0.0,7.4,John Sayles,John Sayles,Chris Cooper,Drama,1996,1,1
2939,Phenomenon,PG,123.0,0.0,6.4,Jon Turteltaub,Gerald Di Pego,John Travolta,Drama,1996,1,1
2942,Evita,PG,135.0,0.0,6.3,Alan Parker,Tim Rice,Madonna,Biography,1997,1,1
2948,Multiplicity,PG-13,117.0,0.0,6.1,Harold Ramis,Chris Miller,Michael Keaton,Comedy,1996,1,1
2953,Basquiat,R,107.0,0.0,6.9,Julian Schnabel,Lech Majewski,Jeffrey Wright,Biography,1996,1,1
2961,Jude,R,123.0,0.0,6.9,Michael Winterbottom,Hossein Amini,Christopher Eccleston,Drama,1996,1,1
2962,Bulletproof,R,84.0,0.0,5.8,Ernest R. Dickerson,Joe Gayton,Damon Wayans,Action,1996,1,1
2966,The Portrait of a Lady,PG-13,144.0,0.0,6.2,Jane Campion,Henry James,Nicole Kidman,Drama,1997,1,1
2967,Foxfire,R,102.0,0.0,6.2,Annette Haywood-Carter,Joyce Carol Oates,Hedy Burress,Drama,1996,1,1
2969,Up Close & Personal,PG-13,124.0,0.0,6.2,Jon Avnet,Joan Didion,Robert Redford,Drama,1996,1,1
2974,Ghosts of Mississippi,PG-13,130.0,0.0,6.7,Rob Reiner,Lewis Colick,Alec Baldwin,Drama,1997,1,1
2977,Jane Eyre,PG,112.0,0.0,6.8,Franco Zeffirelli,Charlotte Brontë,William Hurt,Drama,1996,1,5
2979,SubUrbia,R,121.0,0.0,6.8,Richard Linklater,Eric Bogosian,Giovanni Ribisi,Comedy,1997,1,5
3008,Mary Reilly,R,108.0,0.0,5.8,Stephen Frears,Valerie Martin,Julia Roberts,Drama,1996,1,1
3012,Caught,R,110.0,0.0,6.6,Robert M. Young,Edward Pomerantz,Edward James Olmos,Drama,1996,1,0
3015,All Dogs Go to Heaven 2,G,82.0,0.0,5.5,Larry Leker,Arne Olsen,Charlie Sheen,Animation,1996,1,6
3026,The Van,R,100.0,0.0,6.7,Stephen Frears,Roddy Doyle,Colm Meaney,Comedy,1997,1,5
3028,Moll Flanders,PG-13,123.0,0.0,6.5,Pen Densham,Daniel Defoe,Robin Wright,Drama,1996,1,1
3030,Shiloh,PG,93.0,0.0,6.4,Dale Rosenbloom,Phyllis Reynolds Naylor,Blake Heron,Drama,1997,1,1
3034,Mr. Wrong,PG-13,96.0,0.0,3.8,Nick Castle,Chris Matheson,Ellen DeGeneres,Comedy,1996,1,1
3038,Bloodsport 2,R,90.0,0.0,4.8,Alan Mehrez,Jeff Schechter,Daniel Bernhardt,Action,1996,1,5
3039,Phat Beach,R,89.0,0.0,3.9,Doug Ellin,Cleveland O'Neal III,Jermaine Hopkins,Comedy,1996,1,1
3042,Celtic Pride,PG-13,91.0,0.0,5.3,Tom DeCerchio,Judd Apatow,Damon Wayans,Comedy,1996,1,6
3044,The Game,R,129.0,0.0,7.8,David Fincher,John Brancato,Michael Douglas,Drama,1997,1,1
3048,Austin Powers: International Man of Mystery,PG-13,89.0,0.0,7.0,Jay Roach,Mike Myers,Mike Myers,Adventure,1997,1,5
3049,Lolita,R,137.0,0.0,6.9,Adrian Lyne,Vladimir Nabokov,Jeremy Irons,Drama,1998,1,1
3053,Con Air,R,115.0,0.0,6.9,Simon West,Scott Rosenberg,Nicolas Cage,Action,1997,1,1
3054,Jackie Brown,R,154.0,0.0,7.5,Quentin Tarantino,Quentin Tarantino,Pam Grier,Crime,1997,1,1
3059,Home Alone 3,PG,102.0,0.0,4.5,Raja Gosnell,John Hughes,Alex D. Linz,Action,1997,1,5
3060,Air Force One,R,124.0,0.0,6.5,Wolfgang Petersen,Andrew W. Marlowe,Harrison Ford,Action,1997,1,1
3064,Dante's Peak,PG-13,108.0,0.0,6.0,Roger Donaldson,Leslie Bohem,Pierce Brosnan,Action,1997,1,1
3066,Princess Mononoke,PG-13,134.0,0.0,8.4,Hayao Miyazaki,Hayao Miyazaki,Yôji Matsuda,Animation,1997,1,1
3067,Scream 2,R,120.0,0.0,6.2,Wes Craven,Kevin Williamson,Neve Campbell,Horror,1997,1,1
3070,Gattaca,PG-13,106.0,0.0,7.8,Andrew Niccol,Andrew Niccol,Ethan Hawke,Drama,1997,1,1
3075,Liar Liar,PG-13,86.0,0.0,6.9,Tom Shadyac,Paul Guay,Jim Carrey,Comedy,1997,1,1
3076,Donnie Brasco,R,127.0,0.0,7.7,Mike Newell,Joseph D. Pistone,Al Pacino,Biography,1997,1,1
3077,George of the Jungle,PG,92.0,0.0,5.5,Sam Weisman,Jay Ward,Brendan Fraser,Action,1997,1,1
3078,Anastasia,G,94.0,0.0,7.2,Don Bluth,Susan Gauthier,Meg Ryan,Animation,1997,1,1
3081,Good Burger,PG,95.0,0.0,5.7,Brian Robbins,Dan Schneider,Kel Mitchell,Comedy,1997,1,1
3083,The Edge,R,117.0,0.0,6.9,Lee Tamahori,David Mamet,Anthony Hopkins,Action,1997,1,1
3087,Speed 2: Cruise Control,PG-13,121.0,0.0,3.9,Jan de Bont,Graham Yost,Sandra Bullock,Action,1997,1,1
3093,Seven Years in Tibet,PG-13,136.0,0.0,7.1,Jean-Jacques Annaud,Heinrich Harrer,Brad Pitt,Adventure,1997,1,1
3099,U Turn,R,125.0,0.0,6.7,Oliver Stone,John Ridley,Sean Penn,Crime,1997,1,5
3123,Open Your Eyes,R,119.0,0.0,7.7,Alejandro Amenábar,Alejandro Amenábar,Eduardo Noriega,Drama,1997,1,1
3125,Murder at 1600,R,107.0,0.0,6.1,Dwight H. Little,Wayne Beach,Wesley Snipes,Action,1997,1,1
3129,Soul Food,R,115.0,0.0,7.0,George Tillman Jr.,George Tillman Jr.,Vanessa Williams,Comedy,1997,1,1
3138,Wishmaster,R,90.0,0.0,5.8,Robert Kurtzman,Peter Atkins,Tammy Lauren,Fantasy,1997,1,1
3145,The Sweet Hereafter,R,112.0,0.0,7.5,Atom Egoyan,Russell Banks,Ian Holm,Drama,1997,1,1
3150,Steel,PG-13,97.0,0.0,2.9,Kenneth Johnson,Louise Simonson,Shaquille O'Neal,Action,1997,1,1
3152,Kundun,PG-13,134.0,0.0,7.0,Martin Scorsese,Melissa Mathison,Tenzin Thuthob Tsarong,Biography,1998,1,5
3153,Cure,Not Rated,111.0,0.0,7.4,Kiyoshi Kurosawa,Kiyoshi Kurosawa,Masato Hagiwara,Crime,2001,1,0
3154,Live Flesh,R,103.0,0.0,7.4,Pedro Almodóvar,Pedro Almodóvar,Liberto Rabal,Drama,1998,1,1
3160,Turbo: A Power Rangers Movie,PG,99.0,0.0,3.7,Shuki Levy,Shuki Levy,Jason David Frank,Action,1997,1,6
3168,Nowhere,R,82.0,0.0,6.5,Gregg Araki,Gregg Araki,James Duval,Comedy,1997,1,1
3170,Excess Baggage,PG-13,101.0,0.0,5.4,Marco Brambilla,Max D. Adams,Alicia Silverstone,Action,1997,1,1
3173,The Beautician and the Beast,PG,105.0,0.0,5.5,Ken Kwapis,Todd Graff,Fran Drescher,Comedy,1997,1,1
3175,City of Industry,R,97.0,0.0,6.1,John Irvin,Ken Solarz,Harvey Keitel,Crime,1997,1,1
3180,A Life Less Ordinary,R,103.0,0.0,6.4,Danny Boyle,John Hodge,Cameron Diaz,Comedy,1997,1,1
3182,Insomnia,Not Rated,96.0,0.0,7.3,Erik Skjoldbjærg,Nikolaj Frobenius,Stellan Skarsgård,Crime,1998,1,1
3184,Nightwatch,R,101.0,0.0,6.2,Ole Bornedal,Ole Bornedal,Ewan McGregor,Drama,1998,1,1
3191,Gridlock'd,R,91.0,0.0,6.9,Vondie Curtis-Hall,Vondie Curtis-Hall,Tupac Shakur,Comedy,1997,1,5
3199,Prefontaine,PG-13,106.0,0.0,6.8,Steve James,Steve James,Jared Leto,Biography,1997,1,5
3200,Cats Don't Dance,G,75.0,0.0,6.9,Mark Dindal,Mark Dindal,Scott Bakula,Animation,1997,1,1
3208,Two Girls and a Guy,R,84.0,0.0,5.5,James Toback,James Toback,Robert Downey Jr.,Comedy,1999,1,1
3214,Leave It to Beaver,PG,84.0,0.0,5.2,Andy Cadiff,Bob Mosher,Christopher McDonald,Comedy,1997,1,1
3218,Plump Fiction,R,82.0,0.0,2.7,Bob Koherr,Bob Koherr,Tommy Davidson,Comedy,1997,1,5
3221,Gone Fishin',PG,94.0,0.0,4.8,Christopher Cain,Jill Mazursky,Joe Pesci,Comedy,1997,1,1
3230,Eight Days a Week,R,92.0,0.0,6.2,Michael Davis,Michael Davis,Joshua Schaefer,Comedy,1999,1,6
3231,Welcome to Sarajevo,R,103.0,0.0,6.8,Michael Winterbottom,Michael Nicholson,Stephen Dillane,Drama,1997,1,1
3236,How to Be a Player,R,93.0,0.0,5.4,Lionel C. Martin,Mark Brown,Bill Bellamy,Comedy,1997,1,1
3243,The MatchMaker,R,97.0,0.0,6.5,Mark Joffe,Greg Dinner,Janeane Garofalo,Comedy,1997,1,1
3252,Wild Things,R,108.0,0.0,6.5,John McNaughton,Stephen Peters,Kevin Bacon,Crime,1998,1,1
3255,Meet Joe Black,PG-13,178.0,0.0,7.2,Martin Brest,Ron Osborn,Brad Pitt,Drama,1998,1,1
3257,Fear and Loathing in Las Vegas,R,118.0,0.0,7.6,Terry Gilliam,Hunter S. Thompson,Johnny Depp,Adventure,1998,1,1
3259,There's Something About Mary,R,119.0,0.0,7.1,Bobby Farrelly,Ed Decter,Cameron Diaz,Comedy,1998,1,1
3262,Out of Sight,R,123.0,0.0,7.0,Steven Soderbergh,Elmore Leonard,George Clooney,Comedy,1998,1,5
3266,Pleasantville,PG-13,124.0,0.0,7.5,Gary Ross,Gary Ross,Tobey Maguire,Comedy,1998,1,1
3270,The Mask of Zorro,PG-13,136.0,0.0,6.8,Martin Campbell,Johnston McCulley,Antonio Banderas,Action,1998,1,1
3280,Stepmom,PG-13,125.0,0.0,6.8,Chris Columbus,Gigi Levangie,Julia Roberts,Comedy,1998,1,1
3293,The Horse Whisperer,PG-13,169.0,0.0,6.6,Robert Redford,Nick Evans,Robert Redford,Drama,1998,1,1
3294,Happiness,Unrated,134.0,0.0,7.7,Todd Solondz,Todd Solondz,Jane Adams,Comedy,1998,1,1
3295,Patch Adams,PG-13,115.0,0.0,6.8,Tom Shadyac,Patch Adams,Robin Williams,Biography,1998,1,1
3297,U.S. Marshals,PG-13,131.0,0.0,6.6,Stuart Baird,Roy Huggins,Tommy Lee Jones,Action,1998,1,1
3303,54,R,93.0,0.0,5.8,Mark Christopher,Mark Christopher,Ryan Phillippe,Drama,1998,1,1
3306,Buffalo '66,R,110.0,0.0,7.5,Vincent Gallo,Vincent Gallo,Vincent Gallo,Comedy,1998,1,1
3307,Psycho,R,105.0,0.0,4.6,Gus Van Sant,Robert Bloch,Vince Vaughn,Horror,1998,1,1
3309,Disturbing Behavior,R,84.0,0.0,5.6,David Nutter,Scott Rosenberg,James Marsden,Horror,1998,1,1
3311,Run Lola Run,R,80.0,0.0,7.7,Tom Tykwer,Tom Tykwer,Franka Potente,Crime,1999,1,5
3312,City of Angels,PG-13,114.0,0.0,6.7,Brad Silberling,Wim Wenders,Nicolas Cage,Drama,1998,1,1
3317,Vampires,R,108.0,0.0,6.1,John Carpenter,John Steakley,James Woods,Action,1998,1,1
3339,Dirty Work,PG-13,82.0,0.0,6.4,Bob Saget,Frank Sebastiano,Norm MacDonald,Comedy,1998,1,1
3340,Apt Pupil,R,111.0,0.0,6.7,Bryan Singer,Stephen King,Ian McKellen,Crime,1998,1,6
3345,Madeline,PG,88.0,0.0,6.0,Daisy von Scherler Mayer,Ludwig Bemelmans,Frances McDormand,Comedy,1998,1,1
3347,The Big Hit,R,91.0,0.0,6.1,Kirk Wong,Ben Ramsey,Mark Wahlberg,Action,1998,1,1
3348,Blues Brothers 2000,PG-13,123.0,0.0,4.9,John Landis,Dan Aykroyd,Dan Aykroyd,Action,1998,1,1
3353,Twilight,R,94.0,0.0,6.2,Robert Benton,Robert Benton,Paul Newman,Crime,1998,1,1
3357,Waking Ned Devine,PG,91.0,0.0,7.4,Kirk Jones,Kirk Jones,Ian Bannen,Comedy,1999,1,5
3366,Wrongfully Accused,PG-13,87.0,0.0,6.1,Pat Proft,Pat Proft,Leslie Nielsen,Action,1998,1,6
3371,"Crna macka, beli macor",R,127.0,0.0,8.1,Emir Kusturica,Gordan Mihic,Bajram Severdzan,Comedy,1998,1,1
3373,Jack Frost,PG,101.0,0.0,5.4,Troy Miller,Mark Steven Johnson,Michael Keaton,Comedy,1998,1,1
3383,Dead Man on Campus,R,96.0,0.0,6.0,Alan Cohn,Anthony Abrams,Tom Everett Scott,Comedy,1998,1,1
3388,Central Station,R,110.0,0.0,8.0,Walter Salles,Marcos Bernstein,Fernanda Montenegro,Drama,1998,1,5
3392,Return to Paradise,R,111.0,0.0,6.9,Joseph Ruben,Pierre Jolivet,Vince Vaughn,Drama,1998,1,5
3401,Lovers of the Arctic Circle,R,112.0,0.0,7.7,Julio Medem,Julio Medem,Najwa Nimri,Drama,1998,1,1
3404,Slums of Beverly Hills,R,91.0,0.0,6.6,Tamara Jenkins,Tamara Jenkins,Natasha Lyonne,Comedy,1998,1,5
3406,Strangeland,R,85.0,0.0,5.1,John Pieplow,Dee Snider,Kevin Gage,Horror,1998,1,5
3408,Paulie,PG,91.0,0.0,6.5,John Roberts,Laurie Craig,Gena Rowlands,Adventure,1998,1,1
3409,After Life,Not Rated,119.0,0.0,7.6,Hirokazu Koreeda,Hirokazu Koreeda,Arata Iura,Drama,1999,1,5
3411,Permanent Midnight,R,88.0,0.0,6.2,David Veloz,Jerry Stahl,Ben Stiller,Biography,1999,1,1
3421,I'll Be Home for Christmas,PG,86.0,0.0,5.5,Arlene Sanford,Tom Nursall,Jonathan Taylor Thomas,Comedy,1998,1,1
3426,The Acid House,Unrated,111.0,0.0,6.3,Paul McGuigan,Irvine Welsh,Stephen McCole,Comedy,1999,1,0
3428,Kissing a Fool,R,93.0,0.0,5.6,Doug Ellin,James Frey,David Schwimmer,Comedy,1998,1,1
3430,Sour Grapes,R,91.0,0.0,5.8,Larry David,Larry David,Steven Weber,Comedy,1998,1,1
3433,Place Vendôme,R,117.0,0.0,6.3,Nicole Garcia,Jacques Fieschi,Catherine Deneuve,Crime,1998,1,6
3443,Sweet Jane,Not Rated,83.0,0.0,7.0,Joe Gayton,Joe Gayton,Samantha Mathis,Drama,1998,1,0
3446,The Talented Mr. Ripley,R,139.0,0.0,7.4,Anthony Minghella,Patricia Highsmith,Matt Damon,Crime,1999,1,1
3448,The Mummy,PG-13,124.0,0.0,7.0,Stephen Sommers,Stephen Sommers,Brendan Fraser,Action,1999,1,1
3457,Galaxy Quest,PG,102.0,0.0,7.3,Dean Parisot,David Howard,Tim Allen,Adventure,1999,1,6
3460,The Blair Witch Project,R,81.0,0.0,6.5,Daniel Myrick,Daniel Myrick,Heather Donahue,Horror,1999,1,1
3465,Deep Blue Sea,R,105.0,0.0,5.9,Renny Harlin,Duncan Kennedy,Thomas Jane,Action,1999,1,1
3474,Election,R,103.0,0.0,7.2,Alexander Payne,Tom Perrotta,Matthew Broderick,Comedy,1999,1,1
3476,The Iron Giant,PG,86.0,0.0,8.0,Brad Bird,Tim McCanlies,Eli Marienthal,Animation,1999,1,1
3485,Deuce Bigalow: Male Gigolo,R,88.0,0.0,5.7,Mike Mitchell,Harris Goldberg,Rob Schneider,Comedy,1999,1,6
3490,Drop Dead Gorgeous,PG-13,97.0,0.0,6.6,Michael Patrick Jann,Lona Williams,Kirsten Dunst,Comedy,1999,1,1
3491,Boys Don't Cry,R,118.0,0.0,7.5,Kimberly Peirce,Kimberly Peirce,Hilary Swank,Biography,2000,1,1
3502,October Sky,PG,108.0,0.0,7.8,Joe Johnston,Homer H. Hickam Jr.,Jake Gyllenhaal,Biography,1999,1,1
3510,"South Park: Bigger, Longer & Uncut",R,81.0,0.0,7.7,Trey Parker,Trey Parker,Trey Parker,Animation,1999,1,5
3512,Idle Hands,R,92.0,0.0,6.2,Rodman Flender,Terri Hughes Burton,Devon Sawa,Comedy,1999,1,1
3519,Ravenous,R,101.0,0.0,7.0,Antonia Bird,Ted Griffin,Guy Pearce,Adventure,1999,1,1
3521,Mansfield Park,PG-13,112.0,0.0,7.1,Patricia Rozema,Jane Austen,Frances O'Connor,Comedy,1999,1,1
3522,Stir of Echoes,R,99.0,0.0,7.0,David Koepp,Richard Matheson,Kevin Bacon,Horror,1999,1,1
3525,Teaching Mrs. Tingle,PG-13,96.0,0.0,5.3,Kevin Williamson,Kevin Williamson,Helen Mirren,Comedy,1999,1,6
3529,Inspector Gadget,PG,78.0,0.0,4.2,David Kellogg,Andy Heyward,Matthew Broderick,Action,1999,1,1
3530,Arlington Road,R,117.0,0.0,7.2,Mark Pellington,Ehren Kruger,Jeff Bridges,Action,1999,1,1
3532,All About My Mother,R,101.0,0.0,7.9,Pedro Almodóvar,Pedro Almodóvar,Cecilia Roth,Drama,2000,1,5
3534,Blue Streak,PG-13,93.0,0.0,6.3,Les Mayfield,Michael Berry,Martin Lawrence,Action,1999,1,1
3536,Message in a Bottle,PG-13,126.0,0.0,6.2,Luis Mandoki,Nicholas Sparks,Kevin Costner,Drama,1999,1,1
3547,Dick,PG-13,94.0,0.0,6.2,Andrew Fleming,Andrew Fleming,Kirsten Dunst,Comedy,1999,1,5
3550,Titus,R,162.0,0.0,7.1,Julie Taymor,William Shakespeare,Anthony Hopkins,Drama,2000,1,1
3566,Edtv,PG-13,122.0,0.0,6.1,Ron Howard,Émile Gaudreault,Matthew McConaughey,Comedy,1999,1,1
3568,Random Hearts,R,133.0,0.0,5.2,Sydney Pollack,Warren Adler,Harrison Ford,Drama,1999,1,5
3571,Fantasia 2000,G,75.0,0.0,7.2,Directors,Eric Goldberg,James Levine,Animation,2000,1,6
3572,The Rage: Carrie 2,R,104.0,0.0,4.7,Katt Shea,Stephen King,Emily Bergl,Horror,1999,1,1
3573,The Astronaut's Wife,R,109.0,0.0,5.4,Rand Ravich,Rand Ravich,Charlize Theron,Drama,1999,1,1
3581,The Adventures of Elmo in Grouchland,G,73.0,0.0,5.8,Gary Halvorson,Mitchell Kriegman,Kevin Clash,Adventure,1999,1,1
3585,Dudley Do-Right,PG,77.0,0.0,3.9,Hugh Wilson,Jay Ward,Brendan Fraser,Comedy,1999,1,6
3593,Pokémon the Movie 2000,G,99.0,0.0,6.1,Michael Haigney,Satoshi Tajiri,Veronica Taylor,Animation,2000,1,1
3596,At First Sight,PG-13,128.0,0.0,6.0,Irwin Winkler,Oliver Sacks,Val Kilmer,Drama,1999,1,1
3601,Cookie's Fortune,PG-13,118.0,0.0,6.9,Robert Altman,Anne Rapp,Glenn Close,Comedy,1999,1,1
3604,Onegin,R,106.0,0.0,6.8,Martha Fiennes,Peter Ettedgui,Ralph Fiennes,Drama,1999,1,1
3611,The Love Letter,PG-13,88.0,0.0,5.5,Peter Ho-Sun Chan,Cathleen Schine,Kate Capshaw,Comedy,1999,1,6
3613,In Too Deep,R,95.0,0.0,6.3,Michael Rymer,Michael Henry Brown,Omar Epps,Crime,1999,1,1
3620,Play It to the Bone,R,124.0,0.0,5.5,Ron Shelton,Ron Shelton,Woody Harrelson,Comedy,2000,1,6
3627,The Color of Paradise,PG,90.0,0.0,8.2,Majid Majidi,Majid Majidi,Hossein Mahjoub,Drama,2000,1,1
3631,An Affair of Love,R,80.0,0.0,7.1,Frédéric Fonteyne,Philippe Blasband,Nathalie Baye,Drama,1999,1,1
3633,Aimee & Jaguar,Not Rated,125.0,0.0,7.2,Max Färberböck,Max Färberböck,Maria Schrader,Biography,1999,1,6
3636,The Minus Man,R,111.0,0.0,6.1,Hampton Fancher,Lew McCreary,Owen Wilson,Crime,1999,1,1
3643,Joe the King,R,93.0,0.0,6.7,Frank Whaley,Frank Whaley,Noah Fleiss,Crime,1999,1,5
3645,American Psycho,R,101.0,0.0,7.6,Mary Harron,Bret Easton Ellis,Christian Bale,Comedy,2000,1,1
3655,X-Men,PG-13,104.0,0.0,7.4,Bryan Singer,Tom DeSanto,Patrick Stewart,Action,2000,1,1
3659,Unbreakable,PG-13,106.0,0.0,7.3,M. Night Shyamalan,M. Night Shyamalan,Bruce Willis,Drama,2000,1,1
3662,The Beach,R,119.0,0.0,6.7,Danny Boyle,John Hodge,Leonardo DiCaprio,Adventure,2000,1,1
3665,Mission: Impossible II,PG-13,123.0,0.0,6.1,John Woo,Bruce Geller,Tom Cruise,Action,2000,1,5
3667,The 6th Day,PG-13,123.0,0.0,5.9,Roger Spottiswoode,Cormac Wibberley,Arnold Schwarzenegger,Action,2000,1,6
3668,Chicken Run,G,84.0,0.0,7.0,Peter Lord,Peter Lord,Mel Gibson,Animation,2000,1,1
3670,Final Destination,R,98.0,0.0,6.7,James Wong,Glen Morgan,Devon Sawa,Horror,2000,1,1
